ACQUISITIONDATE,ACRES,ADDRESS,BOROUGH,CLASS,COMMUNITYBOARD,COUNCILDISTRICT,DEPARTMENT,EAPPLY,GISOBJID,GISPROPNUM,GlobalID,JURISDICTION,LOCATION,MAPPED,NAME311,NYS_ASSEMBLY,NYS_SENATE,OBJECTID,OMPPROPID,PARENTID,PERMIT,PERMITDISTRICT,PERMITPARENT,PIP_RATABLE,PRECINCT,RETIRED,SIGNNAME,SUBCATEGORY,TYPECATEGORY,US_CONGRESS,WATERFRONT,ZIPCODE,Location
1914 Dec 28 12:00:00 AM,0.019,36 GRANT SQUARE,B,PARK,308,36,B-08,Grant Gore,"100,003,696",B041,E91EA584-FA63-4B5E-9012-EF876BD58C1C,DPR,"Bedford Ave., Rodgers Ave., Bergen St.",False,Grant Gore,57,20,"170,034",B041,B-08,True,B-08,B-08,True,77,False,Grant Gore,Sitting Area/Triangle/Mall,Triangle/Plaza,9,False,11216,POINT (-73.95280468027786 40.67646616431554)
2006 Aug 14 12:00:00 AM,2.76,4515 HYLAN BOULEVARD,R,PARK,503,51,R-03,Olmsted-Beil House Park,"100,004,752",R162,E20848C1-B15E-46D6-887A-A0801EDC7F94,DPR,Orchard La. S. bet. King St. and Hylan Blvd.,True,Olmsted-Beil House Park,62,24,"171,099",R162,R-03,False,R-03,R-03,False,123,False,Olmsted-Beil House Park,Building,Historic House Park,11,False,10312,POINT (-74.15783496246523 40.53189877786579)
1924 Apr 03 12:00:00 AM,0.223,273 6 AVENUE,M,PARK,102,3,M-02,Downing Street Playground,"100,004,868",M027,1A41D51A-D274-4493-B37E-CC5099F00256,DPR,"Downing St to Carmine St, Av Of Americas",True,Downing Street Playground,66,27,"170,896",M027,M-02,True,M-02,M-02,True,6,False,Downing Street Playground,Neighborhood Plgd,Playground,10,False,10014,POINT (-74.00267347294933 40.72988170058864)
1937 Jun 23 12:00:00 AM,0.82,1345 DR M L KING JR BLVD,X,PARK,204,16,X-04,Highbridge Park,"100,004,595",X120,557E41B9-17F9-4FB6-BFD3-E8EF5F1981C9,DPR,Dr. MLK Jr. Blvd. at W. 170 St.,False,Highbridge Park,77,29,"170,895",X120,X-04,True,X-04,X-04,True,44,False,Highbridge Park,Sitting Area/Triangle/Mall,Neighborhood Park,15,False,10452,POINT (-73.92681860537343 40.84216229654966)
1916 Jan 27 12:00:00 AM,0.545,4901 BROADWAY,M,PARK,112,10,M-12,Dyckman House Museum,"100,003,823",M026,EF9ED529-837F-4538-9593-5E995E8C6A16,DPR,Broadway and W. 204 St.,True,Dyckman House Museum,72,31,"170,894",M026,M-12,False,M-12,M-12,False,34,False,Dyckman House Museum,Historic House,Historic House Park,13,False,10034,POINT (-73.92286854629273 40.86743903507735)
1993 Oct 18 12:00:00 AM,6.28,31-30 VERNON BOULEVARD,Q,PARK,401,22,Q-01,Socrates Sculpture Park,"100,000,262",Q465,ACE68B61-EC66-43CE-9E98-23ED51C8706D,DPR,Vernon Blvd. bet. Broadway and 30 Dr.,False,Socrates Sculpture Park,36,59,"171,119",Q465,Q-01,True,Q-01,Q-01,True,114,False,Socrates Sculpture Park,Neighborhood Park,Neighborhood Park,14,True,11106,POINT (-73.93681787852141 40.76840761301797)
1997 Oct 09 12:00:00 AM,1.7,1 GRAND STREET,B,PARK,301,2,B-01,Grand Ferry Park,"100,004,089",B401,749D81E9-9C89-4CEF-BD3E-F7EC2DF8D1F4,DPR,Grand St. at River St.,True,Grand Ferry Park,50,59,"171,120",B401,B-01,True,B-01,B-01,True,1,False,Grand Ferry Park,Neighborhood Park,Neighborhood Park,7,True,11211,POINT (-73.96759522626175 40.71689082834084)
1907 Sep 20 12:00:00 AM,2.61,166 MARKET STREET,M,PARK,103,1,M-03,Coleman Playground,"100,004,339",M019,031E9D27-536E-42C6-A73C-AF9BC2189563,DPR/CDOT,"Cherry St, Pike St, Monroe St",Part,Coleman Playground,65,27,"170,893",M019,M-03,True,M-03,M-03,True,5,False,Coleman Playground,Neighborhood Plgd,Playground,10,False,10002,POINT (-73.99345697496021 40.71117669019444)
1846 Oct 19 12:00:00 AM,0.144,894 6 AVENUE,M,PARK,105,3,M-05,Greeley Square Park,"100,005,133",M032,79CEF0BC-7AF0-4DB6-9353-EDF1A637CDDB,DPR,"Broadway, Av of the Americas, bet. W. 32 St. and W. 33 St.",False,Greeley Square Park,75,28,"170,891",M032,M-05,True,M-05,M-05,True,14,False,Greeley Square Park,Sitting Area/Triangle/Mall,Triangle/Plaza,12,False,10001,POINT (-73.98827993755195 40.74871593703357)
1903 Mar 25 12:00:00 AM,1.275,292 AVENUE C,M,PARK,106,4,M-06,Murphys Brothers Playground,"100,004,741",M059,0B129D0B-58DB-474F-92B5-BC7D67E2D194,DPR,"Ave. C, FDR Dr., E. 17 St.",False,Murphy Brothers Playground,74,59,"170,864",M059,M-06,True,M-06,M-06,True,13,False,Murphy Brothers Playground,Neighborhood Plgd,Playground,12,False,10009,POINT (-73.97345845927802 40.73023804616399)
1839 Sep 04 12:00:00 AM,20.165,18 MT MORRIS PARK WEST,M,PARK,111,9,M-11,Marcus Garvey Park,"100,004,516",M058,9086E0B4-3DFA-4286-9C40-9103CCB0D98B,DPR,"Madison Ave, E. 120 St. to E. 124 St.",False,Marcus Garvey Park,68,30,"170,863",M058,M-11,True,M-11,M-11,False,25,False,Marcus Garvey Park,Large Park,Community Park,13,False,10027,POINT (-73.94366947277719 40.804485500190594)
1908 Jul 22 12:00:00 AM,0.774,3962 BROADWAY,M,PARK,112,10,M-12A,Mitchell Square,"100,005,043",M054,8C11477B-2922-44AD-BB85-1751333E874E,DPR,"Broadway, St Nicholas Av, W 166 St To W 168 St",True,Mitchel Square,72,31,"170,862",M054,M-12,True,M-12A,M-12,True,33,False,Mitchel Square,Sitting Area/Triangle/Mall,Triangle/Plaza,13,False,10032,POINT (-73.93997843675291 40.84024167005975)
1952 Aug 19 12:00:00 AM,0.744,400 EAST 188 STREET,X,PARK,206,15,X-06,Webster Playground,"100,004,845",X174,CFCDD0A6-BFC9-4444-A7F0-11F599419A18,DPR,E. 188 St. bet. Webster Ave. and Park Ave.,False,Webster Playground,86,33,"170,882",X174,X-06,True,X-06,X-06,True,48,False,Webster Playground,Neighborhood Plgd,Playground,15,False,10458,POINT (-73.89288749698594 40.859381468616846)
,0.101,,Q,PARK,411,19,Q-11,Catharine Turner Richardson Park,"100,000,465",Q059,5EED6FBC-326D-4A99-9ED5-28DE24B1758F,DPR,"Douglaston Pkwy., Prospect Ave. bet. Poplar St. and Pine St.",False,Catharine Turner Richardson Park,26,11,"171,087",Q059,Q-11,False,Q-11,Q-11,True,111,False,Catharine Turner Richardson Park,Sitting Area/Triangle/Mall,Triangle/Plaza,3,False,11363,POINT (-73.74717290762831 40.7682192392723)
1979 Sep 24 12:00:00 AM,1.285,3-70 BEACH 75 STREET,Q,PARK,414,31,Q-14,Rockaway Garage,"100,000,068",Q455,6512A4E5-C44E-432E-BE63-93D17195D32E,DPR,Amstel Blvd. bet. Beach 75 St. and Beach 74 St.,False,Rockaway Garage,31,10,"171,084",Q455,Q-14,False,Q-14,Q-14,False,100,False,Rockaway Garage,Facility,Operations,5,False,11692,POINT (-73.80280973965634 40.59198450679658)
1951 May 17 12:00:00 AM,1.264,1082 NELSON AVENUE,X,PARK,204,16,X-04,Nelson Playground,"100,005,006",X168,757BBF70-E2C7-4791-AECA-B488FD6AEC68,DPR,W 166 St bet. Woodycrest Av and Nelson Av,True,Nelson Playground,77,29,"171,079",X168,X-04,True,X-04,X-04,True,44,False,Nelson Playground,Neighborhood Plgd,Playground,15,False,10452,POINT (-73.92684809916713 40.834803268999394)
1983 Aug 17 12:00:00 AM,1.194,1000 RIVER AVENUE,X,PARK,204,16,X-04,Lot,"100,004,215",X254,7E98E82A-A9A1-4CB4-88AA-662CACBE49A2,DPR,River Ave. bet. E 164 St. and E. 165 St.,False,Lot,84,29,"170,881",X254,X-04,True,X-04,X-04,False,44,False,Lot,Parking Lot,Lot,15,False,10452,POINT (-73.92364244701119 40.83108200492141)
1885 Jun 04 12:00:00 AM,15.99,613 GRAND CONCOURSE,X,PARK,204,16,X-04,Franz Sigel Park,"100,004,821",X047,7035BE3A-D9E1-4FEA-AB6A-21113AE7F5B6,DPR,"NYCRR, Walton Ave, E 158 St, Grand Concourse",True,Franz Sigel Park,84,29,"170,880",X047,X-04,True,X-04,X-04,False,44,False,Franz Sigel Park,Large Park,Community Park,15,False,10451,POINT (-73.92565458841241 40.82305944148279)
1931 May 16 12:00:00 AM,0.31,2291 ADAMS PLACE,X,PARK,206,15,X-06,D'Auria-Murphy Triangle,"100,004,977",X068,DA86D86A-B3C8-4839-BDF3-00ADE7CA203D,DPR,Adams Pl bet. Cresent Av and E 183 St,True,D'Auria-Murphy Triangle,78,33,"170,879",X068,X-06,True,X-06,X-06,True,48,False,D'Auria-Murphy Triangle,Sitting Area/Triangle/Mall,Triangle/Plaza,15,False,10458,POINT (-73.88914311694425 40.85322402268591)
1999 Oct 29 12:00:00 AM,0.201,407 EAST 183 STREET,X,PARK,206,15,X-06,Thorpe Family Playground,"100,005,027",X302,929C228C-D56F-4D2F-8BD9-E017981D7EBC,DPR,E 183 St bet. Park Av and Webster Av,False,Thorpe Family Playground,86,33,"170,877",X302,X-06,True,X-06,X-06,True,48,False,Thorpe Family Playground,Neighborhood Plgd,Playground,15,False,10458,POINT (-73.8948755749698 40.85622279494199)
2002 Nov 20 12:00:00 AM,0.15,1735 WALTON AVENUE,X,PARK,205,14,X-05,Townsend Garden,"100,004,037",X331,15C2E4C0-AAC1-40D2-A731-4221652279D8,DPR,E. 175th St. at Walton Ave.,False,Townsend Garden,77,33,"170,902",X331,X-05,True,X-05,X-05,False,46,False,Townsend Garden,Greenthumb,Garden,15,False,10453,POINT (-73.91101508635566 40.84691559222144)
1864 Jun 15 12:00:00 AM,526.25,95 PROSPECT PARK WEST,B,PARK,"306,307,308,309,314",39,B-19,Prospect Park,"100,004,003",B073,D7C2F8FF-0315-48B4-8340-2C12598A3A6F,DPR,"Prospect Pk W, Flatbush, Parkside, Ocean Aves",False,Prospect Park,44,20,"171,076",B073,B-19,True,B-19,B-19,False,78,False,Prospect Park,Flagship Park,Flagship Park,10,False,11215,POINT (-73.97107074342837 40.66186716490889)
1936 Aug 21 12:00:00 AM,2.213,670 EAST 182 STREET,X,PARK,206,15,X-06,Belmont Playground,"100,004,948",X108,73AFC294-A1A1-40B3-B6BC-0A4F4F5DDFE7,DPR,E 182 St bet. Belmont Av and Croton Av,False,Belmont Playground,78,32,"170,876",X108,X-06,True,X-06,X-06,True,48,False,Belmont Playground,Neighborhood Plgd,Playground,15,False,10457,POINT (-73.88769120234085 40.85026098515776)
1902 Jul 10 12:00:00 AM,3.312,76-01 FDR DRIVE,M,PARK,108,5,M-08,John Jay Park,"100,004,745",M045,8A8EC925-61FD-4C3B-9C7B-E9053A03A658,DPR,"FDR Dr., E 76 St. To E 78 St.",True,John Jay Park,76,28,"170,875",M045,M-08,True,M-08,M-08,True,19,False,John Jay Park,Neighborhood Plgd,Community Park,12,False,10021,POINT (-73.94959084287325 40.76918053795354)
1897 Dec 10 12:00:00 AM,15.524,2158 1 AVENUE,M,PARK,111,8,M-11,Thomas Jefferson Park,"100,004,103",M047,5330DC47-DC12-410C-9531-6DDDB91139EB,DPR,"1 Ave., FDR Dr., bet. E. 111 St. and E. 114 St.",True,Thomas Jefferson Park,68,29,"170,874",M047,M-11,True,M-11,M-11,True,23,False,Thomas Jefferson Park,Large Park,Community Park,13,False,10029,POINT (-73.93531892657455 40.79325700982726)
2006 Jan 19 12:00:00 AM,6.219,78-01 57 AVENUE,Q,PARK,404,30,Q-04,Elmhurst Park,"100,000,211",Q492,21259B28-434B-40F8-A830-D58F80EF3022,DPR,"Grand Ave., 57 Ave. bet. 74 St. and 80 St.",False,Elmhurst Park,30,12,"170,871",Q492,Q-04,True,Q-04,Q-04,True,110,False,Elmhurst Park,Neighborhood Park,Community Park,6,False,11373,POINT (-73.88503745177235 40.72951589712252)
1872 Jun 08 12:00:00 AM,0.051,134 COLUMBUS AVENUE,M,PARK,107,6,M-07,Richard Tucker Park,"100,004,575",M051,FE7F0DC3-AB88-49E7-BF42-5D28937C1909,DPR,"Broadway To Columbus Ave, W. 66 St.",False,Richard Tucker Square,67,47,"170,870",M051,M-07,True,M-07,M-07,True,20,False,Richard Tucker Park,Sitting Area/Triangle/Mall,Triangle/Plaza,12,False,10023,POINT (-73.98190240770374 40.77348744561574)
1900 Sep 22 12:00:00 AM,13.35,675 RIVERSIDE DRIVE,M,PARK,109,7,M-14,Riverside Park,"100,005,045",M072,0AB9CF26-067A-4F7F-BC83-4DE8FED6520C,DPR,"Riverside Dr to Henry Hudson Pkwy, W 153 St",False,Riverside Park,71,30,"170,868",M072,M-14,False,M-14,M-14,False,30,False,Riverside Park,Flagship Park,Neighborhood Park,13,False,"10027, 10031",POINT (-73.95287695531512 40.826738820825256)
1953 May 14 12:00:00 AM,1.438,1883 FAIRMOUNT PLACE,X,PARK,206,15,X-06,Prospect Playground,"100,005,140",X148H1,DB5BBF7F-A704-4390-A7B4-AE2F6D245246,DPR/DOE,Fairmount Pl bet. Clinton Av and Prospect Av,Part,Prospect Playground,79,32,"170,867",X148H1,X-06,True,X-06,X-06,True,48,False,Prospect Playground,JOP,Jointly Operated Playground,15,False,10457,POINT (-73.89061438423997 40.84302750775991)
1997 Apr 04 12:00:00 AM,0.316,483-487 EAST 175 STREET,X,PARK,206,15,X-06,Stop & Go Playground,"100,004,844",X281,767E7135-53E6-4235-A68F-513DA7D50B3A,DPR,W 175 St bet. Washington Av and Bathgate Av,False,Stop & Go Playground,86,32,"170,866",X281,X-06,True,X-06,X-06,True,48,False,Stop & Go Playground,Neighborhood Plgd,Playground,15,False,10457,POINT (-73.8987759673442 40.84513590066256)
1993 Dec 30 12:00:00 AM,0.183,995 EAST 174 STREET,X,PARK,203,17,X-03,Eae J Mitchell Park,"100,005,002",X267,541A6DBA-905C-4D4B-9952-8C42C7A89DCD,DPR,E 174 St bet. Bryant Av and Longfellow Av,True,Eae J Mitchell Park,85,32,"170,860",X267,X-03,True,X-03,X-03,True,42,False,Eae J Mitchell Park,Sitting Area/Triangle/Mall,Neighborhood Park,14,False,10460,POINT (-73.88439035889857 40.8364610040251)
1948 Feb 25 12:00:00 AM,1.2,1340 WEST FARMS ROAD,X,PARK,203,17,X-03,Daniel Boone Playground,"100,005,013",X147B,5757E5AC-7395-4348-9911-711E08C52D05,DPR,Boone Av bet. W Farms Rd and Freeman St,True,Daniel Boone Playground,85,32,"170,859",X147B,X-03,True,X-03,X-03,True,42,False,Daniel Boone Playground,Neighborhood Plgd,Playground,14,False,10459,POINT (-73.8860234789966 40.829398887500176)
1998 May 11 12:00:00 AM,0.494,90 WEST 164 STREET,X,PARK,204,16,X-04,Taqwa Community Farm,"100,005,098",X296,F3843724-5AB9-4DD4-B28A-23259176C028,DPR,W 164 St and Nelson Av bet. Ogden Av and Woodycrest Ave,False,Taqwa Community Farm,77,29,"170,886",X296,X-04,True,X-04,X-04,False,44,False,Taqwa Community Farm,To Be Determined,Garden,15,False,10452,POINT (-73.92902320450233 40.83257978652303)
1999 Nov 22 12:00:00 AM,0.061,995 SUMMIT AVENUE,X,PARK,204,16,X-04,Park,"100,004,594",X303,611308F1-D759-42DF-8A18-9E6D6DD88429,DPR,Summit Ave. at W. 164 St.,False,Sweetgum Community Garden,77,29,"170,885",X303,X-04,False,X-04,X-04,False,44,False,Sweetgum Community Garden,To Be Determined,Garden,15,False,10452,POINT (-73.93050271702903 40.83316982557166)
1998 Oct 06 12:00:00 AM,118.795,,B,PARK,318,46,B-18,Paerdegat Basin Park,"100,004,302",B406,778605BB-0BFF-46D4-B457-898958504210,DPR,"Bergen Ave., E. 76 St., Paerdegat Ave. North",True,Paerdegat Basin Park,59,"1,921","171,057",B406,B-18,False,B-18,B-18,False,63,False,Paerdegat Basin Park,Undeveloped,Nature Area,8,True,"11234, 11236",POINT (-73.90770633534613 40.628496814897055)
1898 Jan 01 12:00:00 AM,63.636,,B,PARK,"308,309","35, 41",B-08,Eastern Parkway,"100,005,048",B029,AA133DB4-01D1-441E-92FF-BC8A67FA94DE,DPR,Eastern Pkwy. bet. Grand Army Plaza and Ralph Ave.,True,Eastern Parkway,"43,445,557",20,"171,051",B029,B-08,True,B-08,B-08,False,78,False,Eastern Parkway,Large Park,Parkway,910,False,"11213, 11216, 11225, 11233, 11238",POINT (-73.94906752839987 40.66990688025787)
2002 Nov 20 12:00:00 AM,0.012,94 WEST 162 STREET,X,PARK,204,16,X-04,Woodycrest Community Garden,"100,004,898",X333,176DCF6C-F802-4434-B0C8-3B4B4A7DBFAB,DPR,W 162 St bet. Woodycrest Av and Ogden Av,False,Woodycrest Community Garden,77,29,"170,883",X333,X-04,True,X-04,X-04,False,44,False,Woodycrest Community Garden,Greenthumb,Garden,15,False,10452,POINT (-73.92939068256476 40.83126904895855)
2002 Nov 20 12:00:00 AM,0.07,745 JENNINGS STREET,X,PARK,203,17,X-03,P.S. 186 Day Treatment Program,"100,004,950",X330,F3647FE5-DBE8-4210-90F4-993518F90A1B,DPR,Jennings St bet. Union Av and Prospect Av,False,P.S. 186 Day Treatment Program,79,32,"170,858",X330,X-03,True,X-03,X-03,False,42,False,P.S. 186 Day Treatment Program,Greenthumb,Garden,15,False,10456,POINT (-73.89829921667555 40.83195654038924)
2006 Aug 14 12:00:00 AM,0.16,1311 BRISTOW STREET,X,PARK,203,17,X-03,CS 134 Community Improvement Garden,"100,004,970",X340,81C2C209-D647-4192-8B18-5568BA361AAC,DPR,Bristow St bet. Jennings St and Freeman St,False,CS 134 Community Improvement Garden,79,32,"170,857",X340,X-03,True,X-03,X-03,False,42,False,CS 134 Community Improvement Garden,Greenthumb,Garden,15,False,10459,POINT (-73.89502664211727 40.83099751331309)
1979 Jul 17 12:00:00 AM,0.27,705 HOME STREET,X,PARK,203,17,X-03,Youth Village,"100,004,971",X242,4940A0C1-ED04-4F3C-9355-D3B3809DC06B,DPR,Home St bet. Boston Rd and Jackson Av,False,Youth Village,79,32,"170,856",X242,X-03,True,X-03,X-03,True,42,False,Youth Village,Neighborhood Plgd,Playground,15,False,10456,POINT (-73.90284857747409 40.82881994961556)
2002 Nov 20 12:00:00 AM,0.054,1185 FRANKLIN AVENUE,X,PARK,203,17,X-03,Genesis Community Garden,"100,004,848",X316,D5D5BAA8-B5D3-4A23-8E33-691235FFBCB0,DPR,Franklin Av bet. E 167 St and E 168 St,False,Genesis Park Community Garden,79,32,"170,855",X316,X-03,True,X-03,X-03,False,42,False,Genesis Community Garden,Greenthumb,Garden,15,False,10456,POINT (-73.90454921416605 40.82963472907019)
1997 Jul 15 12:00:00 AM,0.342,1216 WASHINGTON AVENUE,X,PARK,203,16,X-03,Rev Lena Irons Unity Park,"100,004,860",X286,FB20FB56-82C0-4A08-8D25-E457A4C700C0,DPR,E 168 St bet. Washington Av and 3 Av,False,Rev Lena Irons Unity Park,79,32,"170,854",X286,X-03,True,X-03,X-03,True,42,False,Rev Lena Irons Unity Park,Neighborhood Park,Neighborhood Park,15,False,10456,POINT (-73.90665734558695 40.83104423814663)
1962 May 25 12:00:00 AM,0.782,1241 PARK AVENUE,X,PARK,203,16,X-03,Morgan Playground,"100,005,030",X206,B8EB9D9D-1D1A-4BAB-9BB7-C5D69DDBFC44,DPR/DOE,E 168 St bet.  Park Av and Washington Av,False,Morgan Playground,79,32,"170,853",X206,X-03,True,X-03,X-03,True,42,False,Morgan Playground,JOP,Jointly Operated Playground,15,False,10456,POINT (-73.90743520153845 40.83227450878312)
1981 May 19 12:00:00 AM,1.774,341 MALCOLM X BOULEVARD,B,PARK,303,36,B-03,Jackie Robinson Park Playground,"100,003,736",B294,8DA723D8-122A-4DD7-AD6A-F8450909F93D,DPR/DOE,Malcom X Blvd. between Chauncey St. and Marion St.,False,Jackie Robinson Park Playground,56,25,"170,850",B294,B-03,True,B-03,B-03,True,81,False,Jackie Robinson Park Playground,JOP,Jointly Operated Playground,8,False,11233,POINT (-73.92779584535818 40.68022337339201)
1936 Aug 21 12:00:00 AM,1.815,1148 REV JAMES POLITE Av,X,PARK,202,17,X-02,Rev J Polite Playground,"100,005,185",X116,EC428AEE-2ECB-4A73-80B7-F544A94C7B18,DPR,Rev James Polite Av to Interval Av bet. E 167 St and Home St,Part,Rev J Polite Playground,79,32,"170,843",X116,X-02,True,X-02,X-02,True,41,False,Rev J Polite Playground,JOP,Jointly Operated Playground,15,False,10459,POINT (-73.89687552671073 40.82713285088396)
1898 Jan 01 12:00:00 AM,0.01,,Q,PARK,402,26,Q-02,Short Triangle,"100,000,015",Q072,E75C204A-4101-4544-8684-10F41C7DF62F,DPR,"Jackson Ave., 45 Rd., 23 St.",False,Short Triangle,37,59,"169,904",Q072,Q-02,False,Q-02,Q-02,True,108,False,Short Triangle,Sitting Area/Triangle/Mall,Triangle/Plaza,7,False,11101,POINT (-73.94541286767856 40.74607142428387)
1933 Nov 17 12:00:00 AM,85.527,2000 SHORE PARKWAY SR S,B,PARK,313,47,B-13,Calvert Vaux Park,"100,004,490",B125,D787AD16-6B37-4986-B290-3E2A48C25D3A,DPR,"Gravesend Bay, Bay 44 St. to Bay 49 St., Shore Pkwy.",Part,Calvert Vaux Park,46,23,"170,964",B125,B-13,True,B-13,B-13,False,60,False,Calvert Vaux Park,Large Park,Recreational Field/Courts,,True,11214,POINT (-73.99508625974062 40.584623154362205)
1896 Aug 07 12:00:00 AM,184.143,,M,PARK,112,"7, 10",M-12,Fort Washington Park,"100,004,279",M028,5C05B4C8-6967-449B-A107-6A8364274942,DPR,"Riverside Dr., Hudson River, W. 155 St. to Dyckman St.",Part,Fort Washington Park,71,31,"171,049",M028,M-12,True,M-12,M-12,False,33,False,Fort Washington Park,Large Park,Community Park,13,True,"10032, 10033, 10034",POINT (-73.95100190650112 40.83633905296105)
2002 Nov 20 12:00:00 AM,0.109,,M,PARK,109,7,M-09,Harris Garden,"100,004,368",M322,EEE9B0F0-8F45-4559-8319-DF6CE55A3834,DPR,W. 153 St. and St Nicholas Ave.,False,Harris Garden,71,30,"170,960",M322,M-09,False,M-09,M-09,False,30,False,Harris Garden,Greenthumb,Garden,13,False,10032,POINT (-73.94212719543472 40.82973119408536)
1933 May 24 12:00:00 AM,0.525,317 WEST 16 STREET,M,PARK,104,3,M-04,Dr. Gertrude B. Kelly Playground,"100,004,586",M066,FF752741-475F-4D03-B499-B208CC4AC781,DPR,"W. 17 St., 8 Ave. To 9 Ave.",False,Dr. Gertrude B. Kelly Playground,75,47,"170,840",M066,M-04,True,M-04,M-04,True,10,False,Dr. Gertrude B. Kelly Playground,Neighborhood Plgd,Neighborhood Park,12,False,10011,POINT (-74.00205814330042 40.74159136518327)
1931 Aug 24 12:00:00 AM,1.451,21 COLUMBIA STREET,M,PARK,103,1,M-03,Luther Gulick Playground,"100,005,049",M065,53E2E670-DBDC-4D72-A5C2-9C4EFFF1F39B,DPR,"Columbia St, Delancey St and Bialystoker Pl",False,Luther Gulick Park,65,27,"170,839",M065,M-03,True,M-03,M-03,True,7,False,Luther Gulick Park,Neighborhood Plgd,Neighborhood Park,10,False,10002,POINT (-73.9818579389561 40.715885316845394)
1914 Jun 25 12:00:00 AM,1.383,1245 EAST 67 STREET,M,PARK,108,5,M-08,St Catherine's Park,"100,003,979",M079,783D4978-84C2-4FEC-A780-27CA77395572,DPR,"1 Ave., bet. E. 67 St. To E. 68 St.",False,St. Catherine's Park,76,28,"170,837",M079,M-08,True,M-08,M-08,True,19,False,St. Catherine's Park,Neighborhood Plgd,Neighborhood Park,12,False,10065,POINT (-73.95872149008362 40.765194285551225)
1909 Nov 29 12:00:00 AM,22.74,48 ST NICHOLAS AVENUE,M,PARK,109,9,M-09,St Nicholas Park,"100,005,224",M077,4F2C6180-D399-48C1-A618-D38297F01678,DPR,"St. Nicholas Ave., St. Nicholas Ter. bet. W. 128 St. and W. 141 St.",Part,St. Nicholas Park,70,30,"170,836",M077,M-09,True,M-09,M-09,False,26,False,St. Nicholas Park,Large Park,Neighborhood Park,13,False,"10027, 10031",POINT (-73.94905707590146 40.817190080056974)
1888 Dec 12 12:00:00 AM,80.936,EAST MOSHOLU PARKWAY NORTH and VAN CORTLANDT AVENUE EAST,X,PARK,"207,208",11,X-07,Mosholu Parkway,"100,004,211",X033,8ACBB60E-F4BD-467B-AC39-C9399A66CF5F,DPR,EAST MOSHOLU PARKWAY NORTH and VAN CORTLANDT AVENUE EAST,True,Mosholu Parkway,80,33,"169,689",X033,X-07,True,X-07,X-07,False,52,False,Mosholu Parkway,Large Park,Parkway,"1,315",False,"10458, 10467",POINT (-73.88330711763223 40.878252997976695)
2016 Aug 12 12:00:00 AM,1.226,,Q,PARK,414,32,Q-14,,"100,024,486",Q508,AF241E7A-5AF6-4BB5-AF0A-7623C2F4A8D3,DPR,Cross Bay Blvd. and W. 16 Rd. to W. 19 Rd.,False,Park,23,10,"170,958",Q508,Q-14,,Q-14,,,100,False,Park,,Nature Area,5,True,11693,POINT (-73.82265720113082 40.60062022927248)
1905 Jun 24 12:00:00 AM,3.557,54-42 43 STREET,B,PARK,318,45,B-18,Amersfort Park,"100,004,500",B002,A0C52D62-C27C-49CA-A3DC-7B5BFCA5F715,DPR,"E. 38 St., E. 38 St. bet. Ave. I and Ave. J",True,Amersfort Park,41,21,"171,034",B002,B-18,True,B-18,B-18,True,63,False,Amersfort Park,Neighborhood Park,Neighborhood Park,9,False,11210,POINT (-73.93901124741245 40.62865615250183)
1870 Aug 16 12:00:00 AM,0.018,351 WEST 114 STREET,M,PARK,110,9,M-10,Lafayette Square,"100,004,964",M090,2913F25D-6773-4C03-9908-DEE6BF800AED,DPR,"Manhattan Av, W 114 St, Morningside Av",False,Lafayette Square,70,30,"170,828",M090,M-10,True,M-10,M-10,True,28,False,Lafayette Square,Sitting Area/Triangle/Mall,Triangle/Plaza,13,False,10026,POINT (-73.95801788887877 40.80363761972065)
1895 Aug 12 12:00:00 AM,1.67,410 HUDSON STREET,M,PARK,102,3,M-02,James J Walker Park,"100,005,219",M038,800A16A3-E4CD-4201-99B8-1BC8E9968F1E,DPR,"Hudson St., St. Luke's Pl., Clarkson St., 7 Ave.",False,James J Walker Park,66,27,"170,820",M038,M-02,True,M-02,M-02,True,6,False,James J Walker Park,Neighborhood Plgd,Neighborhood Park,10,False,10014,POINT (-74.00610529600353 40.729898808954005)
